Timestamp,GSR_Value,PPG_Value
2024-12-19 10:09:34,722,0
2024-12-19 10:09:34,722,0
2024-12-19 10:09:34,722,0
2024-12-19 10:09:34,722,0
2024-12-19 10:09:34,722,0
2024-12-19 10:09:34,722,0
2024-12-19 10:09:34,722,0
2024-12-19 10:09:34,722,0
2024-12-19 10:09:34,722,0
2024-12-19 10:09:34,722,0
2024-12-19 10:09:34,722,0
2024-12-19 10:09:34,722,0
2024-12-19 10:09:34,722,0
2024-12-19 10:09:34,17355,0
2024-12-19 10:09:34,17355,0
2024-12-19 10:09:34,17355,0
2024-12-19 10:09:34,17355,0
2024-12-19 10:09:34,17355,0
2024-12-19 10:09:34,17355,0
2024-12-19 10:09:34,17355,0
2024-12-19 10:09:34,17355,0
2024-12-19 10:09:34,17355,0
2024-12-19 10:09:34,17355,0
2024-12-19 10:09:34,17355,0
2024-12-19 10:09:34,17355,0
2024-12-19 10:09:34,17355,0
2024-12-19 10:09:34,17355,0
2024-12-19 10:09:34,17355,0
2024-12-19 10:09:34,17355,0
2024-12-19 10:09:34,17355,0
2024-12-19 10:09:34,17355,0
2024-12-19 10:09:34,17355,0
2024-12-19 10:09:34,17355,0
2024-12-19 10:09:34,17355,0
2024-12-19 10:09:34,17355,0
2024-12-19 10:09:34,17355,0
2024-12-19 10:09:34,17355,0
2024-12-19 10:09:34,17355,0
2024-12-19 10:09:34,17355,0
2024-12-19 10:09:34,17355,0
2024-12-19 10:09:34,17355,0
2024-12-19 10:09:34,17355,0
2024-12-19 10:09:34,17355,0
2024-12-19 10:09:34,17355,0
2024-12-19 10:09:34,17355,0
2024-12-19 10:09:34,17355,0
2024-12-19 10:09:34,17355,0
2024-12-19 10:09:34,17355,0
2024-12-19 10:09:34,17355,0
2024-12-19 10:09:34,17355,15
2024-12-19 10:09:34,17355,51
2024-12-19 10:09:34,17355,94
2024-12-19 10:09:34,17355,142
2024-12-19 10:09:34,17355,196
2024-12-19 10:09:34,34461,257
2024-12-19 10:09:34,34461,318
2024-12-19 10:09:34,34461,382
2024-12-19 10:09:34,34461,449
2024-12-19 10:09:34,34460,517
2024-12-19 10:09:34,34462,585
2024-12-19 10:09:34,34461,654
2024-12-19 10:09:34,34460,721
2024-12-19 10:09:34,34461,786
2024-12-19 10:09:34,34462,852
2024-12-19 10:09:34,34462,916
2024-12-19 10:09:34,34462,978
2024-12-19 10:09:34,34461,1039
2024-12-19 10:09:34,34462,1099
2024-12-19 10:09:34,34463,1155
2024-12-19 10:09:34,34462,1210
2024-12-19 10:09:34,34462,1263
2024-12-19 10:09:34,34462,1311
2024-12-19 10:09:34,34462,1359
2024-12-19 10:09:34,34463,1405
2024-12-19 10:09:34,34462,1447
2024-12-19 10:09:34,34462,1487
2024-12-19 10:09:34,34462,1527
2024-12-19 10:09:34,34463,1563
2024-12-19 10:09:34,34462,1598
2024-12-19 10:09:34,34462,1631
2024-12-19 10:09:34,34463,1663
2024-12-19 10:09:34,34463,1691
2024-12-19 10:09:34,34463,1718
2024-12-19 10:09:34,34462,1742
2024-12-19 10:09:34,34463,1765
2024-12-19 10:09:34,34463,1785
2024-12-19 10:09:34,34463,1804
2024-12-19 10:09:34,34462,1821
2024-12-19 10:09:34,34463,1837
2024-12-19 10:09:34,34463,1852
2024-12-19 10:09:34,34463,1865
2024-12-19 10:09:34,34462,1875
2024-12-19 10:09:34,34463,1886
2024-12-19 10:09:34,34463,1895
2024-12-19 10:09:34,34464,1901
2024-12-19 10:09:34,34462,1908
2024-12-19 10:09:34,34462,1913
2024-12-19 10:09:34,34463,1916
2024-12-19 10:09:34,34463,1921
2024-12-19 10:09:34,34463,1923
2024-12-19 10:09:34,34462,1924
2024-12-19 10:09:34,34463,1927
2024-12-19 10:09:34,34463,1928
2024-12-19 10:09:34,34463,1927
2024-12-19 10:09:34,34462,1928
2024-12-19 10:09:34,34462,1928
2024-12-19 10:09:34,34463,1926
2024-12-19 10:09:34,34463,1927
2024-12-19 10:09:34,34462,1925
2024-12-19 10:09:34,34462,1923
2024-12-19 10:09:34,34462,1921
2024-12-19 10:09:34,34463,1919
2024-12-19 10:09:34,34462,1916
2024-12-19 10:09:34,34462,1914
2024-12-19 10:09:34,34463,1911
2024-12-19 10:09:34,34463,1908
2024-12-19 10:09:34,34463,1906
2024-12-19 10:09:34,34462,1902
2024-12-19 10:09:34,34462,1903
2024-12-19 10:09:34,34463,1901
2024-12-19 10:09:34,34463,1899
2024-12-19 10:09:34,34462,1897
2024-12-19 10:09:34,34462,1896
2024-12-19 10:09:34,34463,1894
2024-12-19 10:09:34,34463,1893
2024-12-19 10:09:34,34463,1892
2024-12-19 10:09:34,34462,1890
2024-12-19 10:09:34,34463,1888
2024-12-19 10:09:34,34463,1886
2024-12-19 10:09:34,34462,1883
2024-12-19 10:09:34,34462,1881
2024-12-19 10:09:34,34462,1879
2024-12-19 10:09:34,34463,1876
2024-12-19 10:09:34,34463,1873
2024-12-19 10:09:34,34462,1870
2024-12-19 10:09:34,34462,1867
2024-12-19 10:09:34,34463,1866
2024-12-19 10:09:34,34462,1864
2024-12-19 10:09:34,34462,1860
2024-12-19 10:09:34,34462,1858
2024-12-19 10:09:34,34463,1855
2024-12-19 10:09:34,34463,1853
2024-12-19 10:09:34,34462,1851
2024-12-19 10:09:34,34462,1849
2024-12-19 10:09:34,34462,1847
2024-12-19 10:09:34,34462,1845
2024-12-19 10:09:34,34461,1844
2024-12-19 10:09:34,34462,1842
2024-12-19 10:09:34,34462,1841
2024-12-19 10:09:34,34463,1840
2024-12-19 10:09:34,34462,1838
2024-12-19 10:09:34,34462,1839
2024-12-19 10:09:34,34462,1838
2024-12-19 10:09:34,34462,1838
2024-12-19 10:09:34,34462,1838
2024-12-19 10:09:34,34461,1838
2024-12-19 10:09:34,34461,1838
2024-12-19 10:09:34,34462,1838
2024-12-19 10:09:34,34462,1839
2024-12-19 10:09:34,34462,1837
2024-12-19 10:09:34,34462,1838
2024-12-19 10:09:34,34462,1838
2024-12-19 10:09:34,34462,1838
2024-12-19 10:09:34,34461,1838
2024-12-19 10:09:34,34461,1839
2024-12-19 10:09:34,34462,1839
2024-12-19 10:09:34,34462,1839
2024-12-19 10:09:34,34462,1838
2024-12-19 10:09:34,34461,1839
2024-12-19 10:09:34,34461,1839
2024-12-19 10:09:34,34462,1840
2024-12-19 10:09:34,34462,1839
2024-12-19 10:09:34,34461,1838
2024-12-19 10:09:34,34461,1836
2024-12-19 10:09:34,34462,1835
2024-12-19 10:09:34,34462,1834
2024-12-19 10:09:34,34461,1832
2024-12-19 10:09:34,34461,1830
2024-12-19 10:09:34,34461,1828
2024-12-19 10:09:34,34462,1826
2024-12-19 10:09:34,34461,1825
2024-12-19 10:09:34,34460,1822
2024-12-19 10:09:34,34461,1820
2024-12-19 10:09:34,34462,1819
2024-12-19 10:09:34,34461,1816
2024-12-19 10:09:34,34461,1814
2024-12-19 10:09:34,34461,1813
2024-12-19 10:09:34,34461,1812
2024-12-19 10:09:34,34461,1812
2024-12-19 10:09:34,34460,1812
2024-12-19 10:09:34,34460,1810
2024-12-19 10:09:34,34461,1811
2024-12-19 10:09:34,34461,1812
2024-12-19 10:09:34,34461,1813
2024-12-19 10:09:34,34460,1814
2024-12-19 10:09:34,34461,1815
2024-12-19 10:09:34,34462,1817
2024-12-19 10:09:34,34460,1818
2024-12-19 10:09:34,34460,1819
2024-12-19 10:09:34,34461,1821
2024-12-19 10:09:34,34462,1822
2024-12-19 10:09:34,34461,1824
2024-12-19 10:09:34,34461,1825
2024-12-19 10:09:34,34461,1827
2024-12-19 10:09:34,34461,1830
2024-12-19 10:09:35,34461,1831
2024-12-19 10:09:35,34460,1832
2024-12-19 10:09:35,34460,1835
2024-12-19 10:09:36,34461,1837
2024-12-19 10:09:36,34461,1837
