Timestamp,EMG_CH1,EMG_CH2
2024-12-19 09:37:00,17846,-204587
2024-12-19 09:37:00,17951,-204639
2024-12-19 09:37:00,17892,-204420
2024-12-19 09:37:00,17661,-204279
2024-12-19 09:37:00,17194,-204384
2024-12-19 09:37:00,16793,-204211
2024-12-19 09:37:00,17787,-204538
2024-12-19 09:37:00,17871,-204703
2024-12-19 09:37:00,17607,-204871
2024-12-19 09:37:00,17488,-204897
2024-12-19 09:37:00,17753,-204832
2024-12-19 09:37:00,17649,-204634
2024-12-19 09:37:00,17221,-204546
2024-12-19 09:37:00,17224,-204610
2024-12-19 09:37:00,17786,-204764
2024-12-19 09:37:00,17611,-204708
2024-12-19 09:37:00,17538,-204816
2024-12-19 09:37:00,17533,-204877
2024-12-19 09:37:00,17678,-204944
2024-12-19 09:37:00,17626,-204928
2024-12-19 09:37:00,18487,-204929
2024-12-19 09:37:00,18093,-204810
2024-12-19 09:37:00,17853,-204799
2024-12-19 09:37:00,18590,-204904
2024-12-19 09:37:00,18731,-204973
2024-12-19 09:37:00,18431,-205090
2024-12-19 09:37:00,18439,-205087
2024-12-19 09:37:00,18627,-205121
2024-12-19 09:37:00,18598,-204951
2024-12-19 09:37:00,18469,-204900
2024-12-19 09:37:00,18536,-204945
2024-12-19 09:37:00,18919,-205114
2024-12-19 09:37:00,18995,-205121
2024-12-19 09:37:00,19356,-205419
2024-12-19 09:37:00,18954,-205416
2024-12-19 09:37:00,19266,-205310
2024-12-19 09:37:00,19541,-205241
2024-12-19 09:37:00,19931,-205304
2024-12-19 09:37:00,19825,-205285
2024-12-19 09:37:00,19730,-205377
2024-12-19 09:37:00,20424,-205528
2024-12-19 09:37:00,20288,-205532
2024-12-19 09:37:00,20099,-205663
2024-12-19 09:37:00,20061,-205664
2024-12-19 09:37:00,20416,-205746
2024-12-19 09:37:00,20864,-205622
2024-12-19 09:37:00,20915,-205554
2024-12-19 09:37:00,20664,-205536
2024-12-19 09:37:00,20705,-205561
2024-12-19 09:37:00,21099,-205710
2024-12-19 09:37:00,20871,-205921
2024-12-19 09:37:00,20668,-205971
2024-12-19 09:37:00,20724,-206064
2024-12-19 09:37:00,21161,-205952
2024-12-19 09:37:00,20957,-205792
2024-12-19 09:37:00,20136,-205684
2024-12-19 09:37:00,20245,-205961
2024-12-19 09:37:00,20659,-205999
2024-12-19 09:37:00,20321,-206030
2024-12-19 09:37:00,20409,-206291
2024-12-19 09:37:00,20359,-206439
2024-12-19 09:37:00,20072,-206376
2024-12-19 09:37:00,20371,-206446
2024-12-19 09:37:00,19794,-206256
2024-12-19 09:37:00,19324,-206324
2024-12-19 09:37:00,19251,-206183
2024-12-19 09:37:00,19937,-206262
2024-12-19 09:37:00,19749,-206552
2024-12-19 09:37:00,19355,-206666
2024-12-19 09:37:00,19154,-206691
2024-12-19 09:37:00,19035,-206754
2024-12-19 09:37:00,19397,-206672
2024-12-19 09:37:00,18813,-206699
2024-12-19 09:37:00,18533,-206640
2024-12-19 09:37:00,19323,-206774
2024-12-19 09:37:00,19143,-206895
2024-12-19 09:37:00,18166,-206879
2024-12-19 09:37:00,18188,-207119
2024-12-19 09:37:00,18552,-207172
2024-12-19 09:37:00,18580,-207077
2024-12-19 09:37:00,18264,-206792
2024-12-19 09:37:00,17709,-206771
2024-12-19 09:37:00,17866,-206994
2024-12-19 09:37:00,18524,-207057
2024-12-19 09:37:00,17809,-207071
2024-12-19 09:37:00,17649,-207429
2024-12-19 09:37:00,17758,-207563
2024-12-19 09:37:00,17630,-207507
2024-12-19 09:37:00,17437,-207246
2024-12-19 09:37:00,17028,-207230
2024-12-19 09:37:00,16996,-207229
2024-12-19 09:37:00,17871,-207324
2024-12-19 09:37:00,17351,-207362
2024-12-19 09:37:00,16912,-207534
2024-12-19 09:37:00,16736,-207659
2024-12-19 09:37:00,16732,-207627
2024-12-19 09:37:00,17041,-207422
2024-12-19 09:37:00,16674,-207374
2024-12-19 09:37:00,16627,-207416
2024-12-19 09:37:00,16976,-207498
2024-12-19 09:37:00,17226,-207515
2024-12-19 09:37:00,16542,-207569
2024-12-19 09:37:00,16209,-207757
2024-12-19 09:37:00,16169,-207799
2024-12-19 09:37:00,16534,-207854
2024-12-19 09:37:00,17075,-207899
2024-12-19 09:37:00,16465,-207811
2024-12-19 09:37:00,15997,-207768
2024-12-19 09:37:00,16558,-207954
2024-12-19 09:37:00,16490,-207914
2024-12-19 09:37:00,16148,-208144
2024-12-19 09:37:00,15862,-208314
2024-12-19 09:37:00,15724,-208281
2024-12-19 09:37:00,15637,-208222
2024-12-19 09:37:00,15441,-208154
2024-12-19 09:37:00,14871,-208019
2024-12-19 09:37:00,15428,-208249
2024-12-19 09:37:00,16139,-208465
2024-12-19 09:37:00,15609,-208622
2024-12-19 09:37:00,15421,-208701
2024-12-19 09:37:00,15253,-208830
2024-12-19 09:37:00,15394,-208808
2024-12-19 09:37:00,15837,-208714
2024-12-19 09:37:00,14908,-208589
2024-12-19 09:37:00,14584,-208700
2024-12-19 09:37:00,14694,-208805
2024-12-19 09:37:00,14499,-208810
2024-12-19 09:37:00,14256,-209004
2024-12-19 09:37:00,14902,-209297
2024-12-19 09:37:00,14846,-209372
2024-12-19 09:37:00,14618,-209110
2024-12-19 09:37:00,14605,-209173
2024-12-19 09:37:00,14066,-209196
2024-12-19 09:37:00,14198,-209255
2024-12-19 09:37:00,14918,-209354
2024-12-19 09:37:00,14364,-209382
2024-12-19 09:37:00,13859,-209404
2024-12-19 09:37:00,13881,-209663
2024-12-19 09:37:00,14033,-209687
2024-12-19 09:37:00,14091,-209635
2024-12-19 09:37:00,13600,-209590
2024-12-19 09:37:00,13057,-209469
2024-12-19 09:37:00,12958,-209532
2024-12-19 09:37:00,13580,-209752
2024-12-19 09:37:00,13264,-209851
2024-12-19 09:37:00,13006,-209951
2024-12-19 09:37:00,12878,-210065
2024-12-19 09:37:00,12782,-209843
2024-12-19 09:37:00,12636,-209754
2024-12-19 09:37:00,12082,-209759
2024-12-19 09:37:00,11903,-209796
2024-12-19 09:37:00,12536,-209860
2024-12-19 09:37:00,12336,-210061
2024-12-19 09:37:00,12437,-210284
2024-12-19 09:37:00,12079,-210241
2024-12-19 09:37:00,12340,-210325
2024-12-19 09:37:00,12428,-210201
2024-12-19 09:37:00,11956,-210091
2024-12-19 09:37:00,11521,-210242
2024-12-19 09:37:00,11429,-210078
2024-12-19 09:37:00,11525,-210066
2024-12-19 09:37:00,11576,-210177
2024-12-19 09:37:00,12038,-210579
2024-12-19 09:37:00,11738,-210536
2024-12-19 09:37:00,12543,-210451
2024-12-19 09:37:01,12104,-210299
2024-12-19 09:37:01,11549,-210366
2024-12-19 09:37:01,11415,-210410
2024-12-19 09:37:01,12220,-210377
2024-12-19 09:37:01,12043,-210404
2024-12-19 09:37:01,11955,-210607
2024-12-19 09:37:01,11768,-210708
2024-12-19 09:37:01,11885,-210605
2024-12-19 09:37:01,12318,-210516
2024-12-19 09:37:01,11596,-210299
2024-12-19 09:37:01,11707,-210373
2024-12-19 09:37:01,12069,-210430
2024-12-19 09:37:01,12539,-210612
2024-12-19 09:37:01,12364,-210662
2024-12-19 09:37:01,12090,-210726
2024-12-19 09:37:01,12185,-210816
2024-12-19 09:37:01,12366,-210671
2024-12-19 09:37:01,13076,-210599
2024-12-19 09:37:01,12753,-210577
2024-12-19 09:37:01,12476,-210437
2024-12-19 09:37:01,12936,-210556
2024-12-19 09:37:01,13214,-210672
2024-12-19 09:37:01,13206,-210816
2024-12-19 09:37:01,13009,-210759
2024-12-19 09:37:01,13370,-210782
2024-12-19 09:37:01,13844,-210736
2024-12-19 09:37:01,13667,-210678
2024-12-19 09:37:01,13331,-210692
2024-12-19 09:37:01,13615,-210826
2024-12-19 09:37:01,14279,-210822
2024-12-19 09:37:01,14239,-210805
2024-12-19 09:37:01,14378,-211014
2024-12-19 09:37:01,14662,-211026
2024-12-19 09:37:01,14969,-210882
2024-12-19 09:37:01,14866,-210848
2024-12-19 09:37:01,14599,-210835
2024-12-19 09:37:01,14482,-210754
2024-12-19 09:37:01,15448,-210870
2024-12-19 09:37:01,15676,-210942
2024-12-19 09:37:01,15828,-211167
2024-12-19 09:37:01,16014,-211278
2024-12-19 09:37:01,16224,-211281
2024-12-19 09:37:01,16252,-211184
2024-12-19 09:37:01,16066,-210995
2024-12-19 09:37:01,15816,-211122
2024-12-19 09:37:01,15861,-211287
2024-12-19 09:37:01,16165,-211258
2024-12-19 09:37:01,15901,-211234
2024-12-19 09:37:01,15526,-211406
2024-12-19 09:37:01,15504,-211472
2024-12-19 09:37:01,15861,-211446
2024-12-19 09:37:01,16104,-211321
2024-12-19 09:37:01,15479,-211349
2024-12-19 09:37:01,15538,-211399
2024-12-19 09:37:01,16346,-211447
2024-12-19 09:37:01,15879,-211532
2024-12-19 09:37:01,15591,-211647
2024-12-19 09:37:01,15140,-211687
2024-12-19 09:37:01,15552,-211836
2024-12-19 09:37:01,15346,-211729
2024-12-19 09:37:01,15279,-211667
2024-12-19 09:37:01,14773,-211601
2024-12-19 09:37:01,14743,-211714
2024-12-19 09:37:01,15454,-211679
2024-12-19 09:37:01,15086,-211711
2024-12-19 09:37:01,14355,-211941
2024-12-19 09:37:01,14441,-212045
2024-12-19 09:37:01,14421,-211976
2024-12-19 09:37:01,14572,-211829
2024-12-19 09:37:01,14044,-211889
2024-12-19 09:37:01,13894,-211947
2024-12-19 09:37:01,14438,-212081
2024-12-19 09:37:01,14493,-212210
2024-12-19 09:37:01,13588,-212019
2024-12-19 09:37:01,13322,-212126
2024-12-19 09:37:01,13474,-212283
2024-12-19 09:37:01,13612,-212271
2024-12-19 09:37:01,13768,-212136
2024-12-19 09:37:01,13168,-212019
2024-12-19 09:37:01,12987,-212093
2024-12-19 09:37:01,13911,-212255
2024-12-19 09:37:01,13644,-212481
2024-12-19 09:37:01,12931,-212529
2024-12-19 09:37:01,13118,-212531
2024-12-19 09:37:01,13214,-212568
2024-12-19 09:37:01,13250,-212344
2024-12-19 09:37:01,13197,-212226
2024-12-19 09:37:01,12893,-212341
2024-12-19 09:37:01,12875,-212434
2024-12-19 09:37:01,13007,-212463
2024-12-19 09:37:01,12826,-212615
2024-12-19 09:37:01,12781,-212718
2024-12-19 09:37:01,12864,-212762
2024-12-19 09:37:01,12841,-212632
2024-12-19 09:37:01,13134,-212525
2024-12-19 09:37:01,12804,-212651
2024-12-19 09:37:01,12714,-212581
2024-12-19 09:37:01,12908,-212508
2024-12-19 09:37:01,12469,-212664
2024-12-19 09:37:01,11778,-212758
2024-12-19 09:37:01,11968,-212869
2024-12-19 09:37:01,12679,-213051
2024-12-19 09:37:01,12839,-212764
2024-12-19 09:37:01,12488,-212627
2024-12-19 09:37:01,12582,-212842
2024-12-19 09:37:01,12538,-212853
2024-12-19 09:37:01,12740,-212891
2024-12-19 09:37:01,12439,-213201
2024-12-19 09:37:01,12372,-213351
2024-12-19 09:37:01,12136,-213371
2024-12-19 09:37:01,12134,-213201
2024-12-19 09:37:01,11985,-213184
2024-12-19 09:37:01,12017,-213313
2024-12-19 09:37:01,11738,-213359
2024-12-19 09:37:01,11884,-213331
2024-12-19 09:37:01,11606,-213414
2024-12-19 09:37:01,11636,-213652
2024-12-19 09:37:01,11832,-213693
2024-12-19 09:37:01,11799,-213757
2024-12-19 09:37:01,11741,-213618
2024-12-19 09:37:01,11443,-213647
2024-12-19 09:37:01,11369,-213640
2024-12-19 09:37:01,11228,-213729
2024-12-19 09:37:01,11170,-213762
2024-12-19 09:37:01,10849,-213973
2024-12-19 09:37:01,11159,-214164
2024-12-19 09:37:01,11584,-214394
2024-12-19 09:37:01,11279,-214114
2024-12-19 09:37:01,10870,-213937
2024-12-19 09:37:01,10319,-214040
2024-12-19 09:37:01,10236,-213982
2024-12-19 09:37:01,11025,-214152
2024-12-19 09:37:01,11123,-214344
2024-12-19 09:37:01,10379,-214516
2024-12-19 09:37:01,10673,-214632
2024-12-19 09:37:01,10583,-214498
2024-12-19 09:37:01,10388,-214216
2024-12-19 09:37:01,9974,-214340
2024-12-19 09:37:01,9638,-214355
2024-12-19 09:37:01,9553,-214496
2024-12-19 09:37:01,10159,-214469
2024-12-19 09:37:01,9875,-214527
2024-12-19 09:37:01,9429,-214642
2024-12-19 09:37:01,9138,-214588
2024-12-19 09:37:01,9125,-214590
2024-12-19 09:37:01,9512,-214499
2024-12-19 09:37:01,9456,-214582
2024-12-19 09:37:01,9181,-214716
2024-12-19 09:37:01,9394,-214737
2024-12-19 09:37:01,9354,-214799
2024-12-19 09:37:01,9204,-214934
2024-12-19 09:37:01,9222,-215058
2024-12-19 09:37:01,9088,-214985
2024-12-19 09:37:01,9038,-214795
2024-12-19 09:37:01,8489,-214606
2024-12-19 09:37:01,8435,-214723
2024-12-19 09:37:01,8911,-214798
2024-12-19 09:37:01,8795,-214839
2024-12-19 09:37:01,8868,-214817
2024-12-19 09:37:01,8693,-215064
2024-12-19 09:37:01,8949,-215131
2024-12-19 09:37:01,8919,-215109
2024-12-19 09:37:01,9316,-214922
2024-12-19 09:37:01,8756,-214822
2024-12-19 09:37:01,8669,-214907
2024-12-19 09:37:01,8968,-215024
2024-12-19 09:37:01,9037,-215017
2024-12-19 09:37:01,9059,-215080
2024-12-19 09:37:01,8818,-215176
2024-12-19 09:37:01,9211,-215137
2024-12-19 09:37:01,9454,-215024
2024-12-19 09:37:01,9099,-214851
2024-12-19 09:37:01,9083,-214919
2024-12-19 09:37:01,9195,-214895
2024-12-19 09:37:01,9626,-214946
2024-12-19 09:37:01,9746,-215147
2024-12-19 09:37:01,9371,-215116
2024-12-19 09:37:01,9686,-215136
2024-12-19 09:37:01,9983,-215162
2024-12-19 09:37:01,10423,-215081
2024-12-19 09:37:01,9809,-215014
2024-12-19 09:37:01,9957,-215069
2024-12-19 09:37:01,10311,-215018
2024-12-19 09:37:01,10606,-215072
2024-12-19 09:37:01,10830,-215259
2024-12-19 09:37:01,10891,-215340
2024-12-19 09:37:01,11232,-215313
2024-12-19 09:37:01,11291,-215159
2024-12-19 09:37:01,11178,-215077
2024-12-19 09:37:01,10937,-215096
2024-12-19 09:37:01,11122,-215097
2024-12-19 09:37:01,12266,-215314
2024-12-19 09:37:01,12063,-215320
2024-12-19 09:37:01,12164,-215417
2024-12-19 09:37:01,12409,-215374
2024-12-19 09:37:01,12583,-215241
2024-12-19 09:37:01,12391,-215081
2024-12-19 09:37:01,11476,-215028
2024-12-19 09:37:01,11969,-215169
2024-12-19 09:37:01,12620,-215257
2024-12-19 09:37:01,13861,-215344
2024-12-19 09:37:01,13429,-215272
2024-12-19 09:37:01,13148,-215388
2024-12-19 09:37:01,13027,-215429
2024-12-19 09:37:01,13313,-215260
2024-12-19 09:37:01,13594,-215222
2024-12-19 09:37:01,13216,-215256
2024-12-19 09:37:01,12903,-215251
2024-12-19 09:37:01,13238,-215324
2024-12-19 09:37:01,13214,-215497
2024-12-19 09:37:01,12139,-215483
2024-12-19 09:37:01,12463,-215526
2024-12-19 09:37:01,14008,-215604
2024-12-19 09:37:01,13997,-215327
2024-12-19 09:37:01,12974,-215341
2024-12-19 09:37:01,13132,-215513
2024-12-19 09:37:01,13253,-215516
2024-12-19 09:37:01,12884,-215504
2024-12-19 09:37:01,12217,-215622
2024-12-19 09:37:01,12276,-215699
2024-12-19 09:37:01,12328,-215737
2024-12-19 09:37:01,13113,-215797
2024-12-19 09:37:01,13259,-215734
2024-12-19 09:37:01,12707,-215705
2024-12-19 09:37:01,12527,-215751
2024-12-19 09:37:01,13098,-215781
2024-12-19 09:37:01,12389,-215734
2024-12-19 09:37:01,11829,-215816
2024-12-19 09:37:01,11847,-215864
2024-12-19 09:37:01,12121,-215886
2024-12-19 09:37:01,11794,-215707
2024-12-19 09:37:01,11571,-215748
2024-12-19 09:37:01,11300,-215762
2024-12-19 09:37:01,11777,-215843
2024-12-19 09:37:01,12111,-216041
2024-12-19 09:37:01,11123,-215986
2024-12-19 09:37:01,11300,-216187
2024-12-19 09:37:01,11594,-216139
2024-12-19 09:37:01,11596,-216003
2024-12-19 09:37:01,11051,-215969
2024-12-19 09:37:01,11017,-216004
2024-12-19 09:37:01,11404,-216054
2024-12-19 09:37:01,11638,-215974
2024-12-19 09:37:01,11763,-215957
2024-12-19 09:37:01,10536,-216198
2024-12-19 09:37:01,10173,-216299
2024-12-19 09:37:01,10518,-216207
2024-12-19 09:37:01,11422,-216120
2024-12-19 09:37:01,11204,-216077
2024-12-19 09:37:01,10646,-216075
2024-12-19 09:37:01,11208,-216182
2024-12-19 09:37:01,11484,-216174
2024-12-19 09:37:01,10422,-216206
2024-12-19 09:37:01,10601,-216614
2024-12-19 09:37:01,11266,-216689
2024-12-19 09:37:01,11336,-216494
2024-12-19 09:37:01,10731,-216206
2024-12-19 09:37:01,10514,-216116
2024-12-19 09:37:01,10785,-216191
2024-12-19 09:37:01,11043,-216497
2024-12-19 09:37:01,10549,-216589
2024-12-19 09:37:01,10203,-216707
2024-12-19 09:37:01,10107,-216623
2024-12-19 09:37:01,10351,-216676
2024-12-19 09:37:01,10099,-216520
2024-12-19 09:37:01,10230,-216494
2024-12-19 09:37:01,10388,-216584
2024-12-19 09:37:01,10445,-216729
2024-12-19 09:37:01,10377,-216670
2024-12-19 09:37:01,10012,-216805
2024-12-19 09:37:01,9463,-216869
2024-12-19 09:37:01,9981,-217005
2024-12-19 09:37:01,10107,-216895
2024-12-19 09:37:01,9906,-216747
2024-12-19 09:37:01,9566,-216826
2024-12-19 09:37:01,9664,-216999
2024-12-19 09:37:01,10088,-217081
2024-12-19 09:37:01,9469,-217009
2024-12-19 09:37:01,9272,-217175
2024-12-19 09:37:01,8999,-217223
2024-12-19 09:37:01,8811,-217213
2024-12-19 09:37:01,8920,-217166
2024-12-19 09:37:01,9499,-217380
2024-12-19 09:37:01,8804,-217378
2024-12-19 09:37:01,8788,-217352
2024-12-19 09:37:01,8629,-217196
2024-12-19 09:37:01,8383,-217174
2024-12-19 09:37:01,8383,-217504
2024-12-19 09:37:01,8619,-217635
2024-12-19 09:37:01,8353,-217464
2024-12-19 09:37:01,8391,-217127
2024-12-19 09:37:01,7971,-217116
2024-12-19 09:37:01,8100,-217064
2024-12-19 09:37:01,8758,-217299
2024-12-19 09:37:01,7796,-217209
2024-12-19 09:37:01,8613,-217463
2024-12-19 09:37:01,8393,-217439
2024-12-19 09:37:01,8478,-217391
2024-12-19 09:37:01,8126,-217534
2024-12-19 09:37:01,7784,-217222
2024-12-19 09:37:01,7525,-217107
2024-12-19 09:37:01,7471,-217114
2024-12-19 09:37:01,8086,-217172
2024-12-19 09:37:01,7259,-217001
2024-12-19 09:37:01,6922,-217054
2024-12-19 09:37:01,7153,-217399
2024-12-19 09:37:01,7613,-217220
2024-12-19 09:37:01,7871,-217052
2024-12-19 09:37:01,7296,-216954
2024-12-19 09:37:01,7028,-217056
2024-12-19 09:37:01,7437,-217138
2024-12-19 09:37:01,7222,-217252
2024-12-19 09:37:01,7142,-217332
2024-12-19 09:37:01,6579,-217293
2024-12-19 09:37:01,6841,-217347
2024-12-19 09:37:01,7344,-217041
2024-12-19 09:37:01,6650,-216975
2024-12-19 09:37:01,6271,-216954
2024-12-19 09:37:01,6833,-217015
2024-12-19 09:37:01,7151,-216994
2024-12-19 09:37:01,6246,-217022
2024-12-19 09:37:01,6478,-217172
2024-12-19 09:37:01,7614,-217378
2024-12-19 09:37:01,7567,-217193
2024-12-19 09:37:01,7656,-216893
2024-12-19 09:37:01,7370,-216876
2024-12-19 09:37:01,6996,-216802
2024-12-19 09:37:01,7461,-216809
2024-12-19 09:37:01,7481,-216989
2024-12-19 09:37:01,7446,-217082
2024-12-19 09:37:01,7336,-217141
2024-12-19 09:37:01,7129,-216927
2024-12-19 09:37:01,7889,-216801
2024-12-19 09:37:01,7310,-216785
2024-12-19 09:37:01,6808,-216698
2024-12-19 09:37:01,7401,-216797
2024-12-19 09:37:01,8233,-216929
2024-12-19 09:37:01,7935,-217149
2024-12-19 09:37:01,8039,-217250
2024-12-19 09:37:01,8044,-217159
2024-12-19 09:37:01,8004,-216936
2024-12-19 09:37:01,8309,-216742
2024-12-19 09:37:01,8497,-216691
2024-12-19 09:37:01,8563,-216876
2024-12-19 09:37:01,9148,-216581
2024-12-19 09:37:01,9356,-216457
2024-12-19 09:37:01,8938,-216696
2024-12-19 09:37:01,9668,-216956
2024-12-19 09:37:01,9976,-217122
2024-12-19 09:37:01,10348,-216975
2024-12-19 09:37:01,9887,-216819
2024-12-19 09:37:01,9776,-216675
2024-12-19 09:37:01,10100,-216765
2024-12-19 09:37:01,10113,-216553
2024-12-19 09:37:01,10473,-216753
2024-12-19 09:37:01,11146,-216932
2024-12-19 09:37:01,11326,-217079
2024-12-19 09:37:01,11581,-216849
2024-12-19 09:37:01,12143,-216637
2024-12-19 09:37:01,11793,-216658
2024-12-19 09:37:01,11353,-216511
2024-12-19 09:37:01,12354,-216606
2024-12-19 09:37:01,12636,-216797
2024-12-19 09:37:01,11896,-216704
2024-12-19 09:37:01,12106,-216710
2024-12-19 09:37:01,12789,-216853
2024-12-19 09:37:01,12627,-216754
2024-12-19 09:37:01,11853,-216474
2024-12-19 09:37:01,11670,-216635
2024-12-19 09:37:01,11686,-216614
2024-12-19 09:37:01,13066,-216542
2024-12-19 09:37:01,12451,-216137
2024-12-19 09:37:01,12115,-216263
2024-12-19 09:37:01,11561,-216039
2024-12-19 09:37:01,11536,-216031
2024-12-19 09:37:01,12064,-216630
2024-12-19 09:37:01,12062,-216928
2024-12-19 09:37:01,11323,-216807
2024-12-19 09:37:01,11989,-216921
2024-12-19 09:37:01,11551,-216847
2024-12-19 09:37:01,11083,-217022
2024-12-19 09:37:01,10926,-217034
2024-12-19 09:37:01,10579,-216951
2024-12-19 09:37:01,10538,-216833
2024-12-19 09:37:01,10593,-216744
2024-12-19 09:37:01,10171,-216831
2024-12-19 09:37:01,10193,-216892
2024-12-19 09:37:01,10949,-216777
2024-12-19 09:37:01,10341,-216682
2024-12-19 09:37:01,9710,-216916
2024-12-19 09:37:01,9183,-216976
2024-12-19 09:37:01,9423,-217006
2024-12-19 09:37:01,9753,-217019
2024-12-19 09:37:01,9653,-216799
2024-12-19 09:37:01,9207,-216843
2024-12-19 09:37:01,9554,-216904
2024-12-19 09:37:01,9664,-217076
2024-12-19 09:37:01,9273,-217149
2024-12-19 09:37:01,8793,-217186
2024-12-19 09:37:01,8714,-217077
2024-12-19 09:37:01,8869,-216872
2024-12-19 09:37:01,8403,-216889
2024-12-19 09:37:01,7598,-216673
2024-12-19 09:37:01,7603,-216894
2024-12-19 09:37:01,8367,-217249
2024-12-19 09:37:01,8004,-217174
2024-12-19 09:37:01,7176,-217271
2024-12-19 09:37:01,6760,-217375
2024-12-19 09:37:01,6641,-217242
2024-12-19 09:37:01,7299,-217027
2024-12-19 09:37:01,7760,-216942
2024-12-19 09:37:01,7673,-216722
2024-12-19 09:37:01,7711,-216609
2024-12-19 09:37:01,8079,-216594
2024-12-19 09:37:01,7465,-216760
2024-12-19 09:37:01,7374,-217148
2024-12-19 09:37:01,7301,-216976
2024-12-19 09:37:01,7710,-217112
2024-12-19 09:37:01,7466,-216848
2024-12-19 09:37:01,7203,-217042
2024-12-19 09:37:01,7108,-217009
2024-12-19 09:37:01,7429,-216732
2024-12-19 09:37:01,7242,-216925
2024-12-19 09:37:01,6918,-216963
2024-12-19 09:37:01,6783,-216888
2024-12-19 09:37:01,7288,-217181
2024-12-19 09:37:01,7923,-217024
2024-12-19 09:37:01,8349,-216843
2024-12-19 09:37:01,7723,-216876
2024-12-19 09:37:01,7547,-217192
2024-12-19 09:37:01,8195,-217616
2024-12-19 09:37:01,7728,-217298
2024-12-19 09:37:01,7758,-217699
2024-12-19 09:37:01,7807,-217765
2024-12-19 09:37:01,8135,-217713
2024-12-19 09:37:01,8441,-218089
2024-12-19 09:37:01,7533,-217688
2024-12-19 09:37:01,7422,-217694
2024-12-19 09:37:01,8101,-217914
2024-12-19 09:37:01,8014,-217869
2024-12-19 09:37:01,8040,-218195
2024-12-19 09:37:01,7802,-218322
2024-12-19 09:37:01,7945,-218227
2024-12-19 09:37:01,8256,-217975
2024-12-19 09:37:01,8378,-217942
2024-12-19 09:37:01,8215,-217910
2024-12-19 09:37:01,8453,-218126
2024-12-19 09:37:01,9334,-218317
2024-12-19 09:37:01,9173,-218389
2024-12-19 09:37:01,7819,-218192
2024-12-19 09:37:01,7514,-218026
2024-12-19 09:37:01,8343,-218023
2024-12-19 09:37:01,8821,-218033
2024-12-19 09:37:01,8437,-218104
2024-12-19 09:37:01,8481,-218115
2024-12-19 09:37:01,8571,-218035
2024-12-19 09:37:01,8053,-218141
2024-12-19 09:37:01,7591,-218427
2024-12-19 09:37:01,8274,-218847
2024-12-19 09:37:01,8858,-218639
2024-12-19 09:37:01,8657,-218065
2024-12-19 09:37:01,8059,-218194
2024-12-19 09:37:01,7664,-218431
2024-12-19 09:37:01,7839,-218446
2024-12-19 09:37:01,8169,-218418
2024-12-19 09:37:01,8618,-218499
2024-12-19 09:37:01,8706,-218679
2024-12-19 09:37:01,7986,-218679
2024-12-19 09:37:01,7920,-218809
2024-12-19 09:37:01,7693,-218446
2024-12-19 09:37:01,7553,-218539
2024-12-19 09:37:01,7059,-218692
