Timestamp,GSR_Value,PPG_Value
2024-12-19 10:13:58,734,0
2024-12-19 10:13:58,734,0
2024-12-19 10:13:58,734,0
2024-12-19 10:13:58,734,0
2024-12-19 10:13:58,734,0
2024-12-19 10:13:58,734,0
2024-12-19 10:13:58,734,0
2024-12-19 10:13:58,734,0
2024-12-19 10:13:58,734,0
2024-12-19 10:13:58,734,0
2024-12-19 10:13:58,734,0
2024-12-19 10:13:58,734,0
2024-12-19 10:13:58,734,0
2024-12-19 10:13:58,17443,0
2024-12-19 10:13:58,17443,0
2024-12-19 10:13:58,17443,0
2024-12-19 10:13:58,17443,0
2024-12-19 10:13:58,17443,0
2024-12-19 10:13:58,17443,0
2024-12-19 10:13:58,17443,0
2024-12-19 10:13:58,17443,0
2024-12-19 10:13:58,17443,0
2024-12-19 10:13:58,17443,0
2024-12-19 10:13:58,17443,0
2024-12-19 10:13:58,17443,0
2024-12-19 10:13:58,17443,0
2024-12-19 10:13:58,17443,0
2024-12-19 10:13:58,17443,0
2024-12-19 10:13:58,17443,0
2024-12-19 10:13:58,17443,0
2024-12-19 10:13:58,17443,0
2024-12-19 10:13:58,17443,0
2024-12-19 10:13:58,17443,0
2024-12-19 10:13:58,17443,0
2024-12-19 10:13:58,17443,0
2024-12-19 10:13:58,17443,0
2024-12-19 10:13:58,17443,0
2024-12-19 10:13:58,17443,0
2024-12-19 10:13:58,17443,0
2024-12-19 10:13:58,17443,0
2024-12-19 10:13:58,17443,0
2024-12-19 10:13:58,17443,0
2024-12-19 10:13:58,17443,0
2024-12-19 10:13:58,17443,0
2024-12-19 10:13:58,17443,0
2024-12-19 10:13:58,17443,0
2024-12-19 10:13:58,17443,0
2024-12-19 10:13:58,17443,0
2024-12-19 10:13:58,17443,0
2024-12-19 10:13:58,17443,0
2024-12-19 10:13:58,17443,0
2024-12-19 10:13:58,17443,0
2024-12-19 10:13:58,17443,0
2024-12-19 10:13:58,17443,0
2024-12-19 10:13:58,34769,0
2024-12-19 10:13:58,34769,0
2024-12-19 10:13:58,34769,0
2024-12-19 10:13:58,34769,0
2024-12-19 10:13:58,34769,0
2024-12-19 10:13:58,34769,0
2024-12-19 10:13:58,34770,0
2024-12-19 10:13:58,34770,0
2024-12-19 10:13:58,34770,0
2024-12-19 10:13:58,34770,0
2024-12-19 10:13:58,34770,0
2024-12-19 10:13:58,34770,0
2024-12-19 10:13:58,34770,0
2024-12-19 10:13:58,34770,0
2024-12-19 10:13:58,34770,0
2024-12-19 10:13:58,34770,0
2024-12-19 10:13:58,34771,0
2024-12-19 10:13:58,34770,0
2024-12-19 10:13:58,34770,0
2024-12-19 10:13:58,34771,0
2024-12-19 10:13:58,34771,0
2024-12-19 10:13:58,34770,0
2024-12-19 10:13:58,34770,0
2024-12-19 10:13:58,34771,0
2024-12-19 10:13:58,34771,0
2024-12-19 10:13:58,34771,0
2024-12-19 10:13:58,34770,0
2024-12-19 10:13:58,34771,0
2024-12-19 10:13:58,34771,0
2024-12-19 10:13:58,34771,0
2024-12-19 10:13:58,34770,0
2024-12-19 10:13:58,34770,0
2024-12-19 10:13:58,34771,0
2024-12-19 10:13:58,34771,0
2024-12-19 10:13:58,34771,0
2024-12-19 10:13:58,34770,0
2024-12-19 10:13:58,34771,0
2024-12-19 10:13:58,34771,0
2024-12-19 10:13:58,34771,0
2024-12-19 10:13:58,34770,0
2024-12-19 10:13:58,34771,0
2024-12-19 10:13:58,34771,0
2024-12-19 10:13:58,34771,0
2024-12-19 10:13:58,34771,0
2024-12-19 10:13:58,34771,0
2024-12-19 10:13:58,34771,0
2024-12-19 10:13:58,34771,0
2024-12-19 10:13:58,34770,0
2024-12-19 10:13:58,34771,0
2024-12-19 10:13:58,34772,0
2024-12-19 10:13:58,34771,0
2024-12-19 10:13:58,34771,0
2024-12-19 10:13:58,34771,0
2024-12-19 10:13:58,34771,0
2024-12-19 10:13:58,34772,0
2024-12-19 10:13:58,34771,0
2024-12-19 10:13:58,34770,0
2024-12-19 10:13:58,34771,0
2024-12-19 10:13:58,34772,0
2024-12-19 10:13:58,34772,0
2024-12-19 10:13:58,34771,0
2024-12-19 10:13:58,34771,0
2024-12-19 10:13:58,34771,0
2024-12-19 10:13:58,34772,0
2024-12-19 10:13:58,34771,0
2024-12-19 10:13:58,34771,0
2024-12-19 10:13:58,34772,0
2024-12-19 10:13:58,34772,0
2024-12-19 10:13:58,34771,0
2024-12-19 10:13:58,34771,0
2024-12-19 10:13:58,34771,0
2024-12-19 10:13:58,34772,0
2024-12-19 10:13:58,34771,0
2024-12-19 10:13:58,34771,0
2024-12-19 10:13:58,34772,7
2024-12-19 10:13:58,34772,37
2024-12-19 10:13:58,34772,77
2024-12-19 10:13:58,34772,123
2024-12-19 10:13:58,34771,173
2024-12-19 10:13:58,34772,229
2024-12-19 10:13:58,34772,286
2024-12-19 10:13:58,34772,348
2024-12-19 10:13:58,34772,410
2024-12-19 10:13:58,34772,476
2024-12-19 10:13:58,34773,539
2024-12-19 10:13:58,34773,606
2024-12-19 10:13:58,34772,670
2024-12-19 10:13:58,34773,735
2024-12-19 10:13:58,34773,798
2024-12-19 10:13:58,34773,860
2024-12-19 10:13:58,34772,921
2024-12-19 10:13:58,34773,980
